,track_name,track_id,artist_name,artist_id,album_id
1035,JUMP,5465136,DaBaby,1162342,
1036,21,4073165,DaBaby,1162342,
1037,Beatbox Freestyle,6502738,DaBaby,1162342,
1038,FIND MY WAY,5386826,DaBaby,1162342,
1039,Walker Texas Ranger,4214933,DaBaby,1162342,
1040,Bandit,4603791,Juice WRLD & YoungBoy Never Broke Again,1969011,
1041,Genie,3629477,YoungBoy Never Broke Again,656173,
1042,House Arrest Tingz,4899756,YoungBoy Never Broke Again,656173,
1043,Untouchable,3105910,YoungBoy Never Broke Again,656173,
1044,Solar Eclipse,3368104,YoungBoy Never Broke Again,656173,
1045,Valuable Pain,4151092,YoungBoy Never Broke Again,656173,
1046,Love Is Poison,3428347,YoungBoy Never Broke Again,656173,
1047,Outside Today,3314180,YoungBoy Never Broke Again,656173,
1048,Through the Storm,3596195,YoungBoy Never Broke Again,656173,
1049,I Hate YoungBoy,7733047,YoungBoy Never Broke Again,656173,
1050,38 Baby,2898982,YoungBoy Never Broke Again,656173,
1051,Make No Sense,4393082,YoungBoy Never Broke Again,656173,
1052,Nevada,6297520,YoungBoy Never Broke Again,656173,
1053,HTAFL,3645049,YoungBoy Never Broke Again,656173,
1054,You The One,3265189,YoungBoy Never Broke Again,656173,
1055,Nicki Minaj,3651330,YoungBoy Never Broke Again,656173,
1056,Drawing Symbols,3898978,YoungBoy Never Broke Again,656173,
1057,Lonely Child,4933867,YoungBoy Never Broke Again,656173,
1058,FREEDDAWG,4454439,YoungBoy Never Broke Again,656173,
1059,Nurse,5044440,YoungBoy Never Broke Again,656173,
1060,Attention,3060662,Charlie Puth,250301,
1061,We Don’t Talk Anymore,2388373,Charlie Puth,250301,
1062,How Long,3236636,Charlie Puth,250301,
1063,Marvin Gaye,706298,Charlie Puth,250301,
1064,One Call Away,2276633,Charlie Puth,250301,
1065,Left and Right,7317908,Charlie Puth & Jung Kook,3209889,
1066,Done for Me,3570279,Charlie Puth,250301,
1067,The Way I Am,3598344,Charlie Puth,250301,
1068,Nothing But Trouble (Instagram Models),2155243,Lil Wayne & Charlie Puth,1877217,
1069,Light Switch,7210002,Charlie Puth,250301,
1070,Dangerously,2413437,Charlie Puth,250301,
1071,That’s Hilarious,7282823,Charlie Puth,250301,
1072,Cheating on You,4895457,Charlie Puth,250301,
1073,If You Leave Me Now,3384146,Charlie Puth,250301,
1074,See You Again (Original Version),1788985,Charlie Puth,250301,
1075,Patient,3528308,Charlie Puth,250301,
1076,BOY,3600017,Charlie Puth,250301,
1077,I Warned Myself,4795377,Charlie Puth,250301,
1078,I Don’t Think That I Like Her,6612610,Charlie Puth,250301,
1079,Change,3597290,Charlie Puth,250301,
1080,Old Town Road (Remix),4445394,Lil Nas X,1770892,
1081,Old Town Road,4133841,Lil Nas X,1770892,
1082,MONTERO (Call Me By Your Name),5751286,Lil Nas X,1770892,
1083,INDUSTRY BABY,6083409,Lil Nas X & Jack Harlow,2820696,
1084,Panini,4442107,Lil Nas X,1770892,
1085,HOLIDAY,6149533,Lil Nas X,1770892,
1086,THATS WHAT I WANT,7105950,Lil Nas X,1770892,
1087,Rodeo,4521568,Lil Nas X & Cardi B,1861907,
1088,C7osure (You Like),4569339,Lil Nas X,1770892,
1089,Panini (DaBaby Remix),4862741,Lil Nas X & DaBaby,1948189,
1090,SUN GOES DOWN,6808418,Lil Nas X,1770892,
1091,Old Town Road (Young Thug & Mason Ramsey Remix),4458904,Lil Nas X,1770892,
1092,SCOOP,6381796,Lil Nas X,1770892,
1093,Old Town Road (Seoul Town Road Remix),4725794,Lil Nas X,1770892,
1094,J CHRIST,9821954,Lil Nas X,1770892,
1095,DEAD RIGHT NOW,7048507,Lil Nas X,1770892,
1096,STAR WALKIN’,7970911,Lil Nas X,1770892,
1097,ONE OF ME,4494049,Lil Nas X,1770892,
1098,DOLLA SIGN SLIME,7070705,Lil Nas X,1770892,
1099,TALES OF DOMINICA,7164925,Lil Nas X,1770892,
1100,Pink Matter,78967,Frank Ocean,1985,
1101,Wish You Were Here,1638,Pink Floyd,694,
1102,Pink + White,2842078,Frank Ocean,1985,
1103,Time,64356,Pink Floyd,694,
1104,Comfortably Numb,65489,Pink Floyd,694,
1105,Boy’s a liar Pt. 2,8738986,PinkPantheress & Ice Spice,3455806,
1106,"Another Brick in the Wall, Pt. 2",106641,Pink Floyd,694,
1107,STFU,2864991,Pink Guy,44083,
1108,Money,72193,Pink Floyd,694,
1109,Just Give Me a Reason,108589,P!nk,345,
1110,3 Musketeers,5721133,​ppcocaine,2287211,
1111,Pink Guy - セックス大好き (I Love Sex) (Romanized),2951172,Genius Romanizations,1507735,
1112,Honesty,3853153,Pink Sweat$,1533381,
1113,What About Us,3168145,P!nk,345,
1114,Brain Damage,72199,Pink Floyd,694,
1115,pink skies,2672672,LANY,247886,
1116,Breathe (In the Air),72119,Pink Floyd,694,
1117,"Shine On You Crazy Diamond, Pts. 1-5",1394,Pink Floyd,694,
1118,Pink Venom,8274559,BLACKPINK,987404,
1119,Us and Them,72198,Pink Floyd,694,
1120,pick up the phone,2449376,Young Thug & Travis Scott,679586,
1121,Best Friend,2165110,Young Thug,20503,
1122,The London,4549336,Young Thug,20503,
1123,Check,737615,Young Thug,20503,
1124,Power,1792009,Young Thug,20503,
1125,Chanel (Go Get It),3902284,Young Stoner Life & Young Thug,2691062,
1126,With That,761242,Young Thug,20503,
1127,Hot (Remix),4873263,Young Thug,20503,
1128,Hot,4786140,Young Thug,20503,
1129,Stoner,315619,Young Thug,20503,
1130,2 Bitches (Danny Glover),293976,Young Thug,20503,
1131,Relationship,3121338,Young Thug,20503,
1132,Thief in the Night,2344469,Young Thug,20503,
1133,Tell Em (Lies),528161,Young Thug & Rich Homie Quan,1963035,
1134,Digits,2437013,Young Thug,20503,
1135,Wyclef Jean,2844801,Young Thug,20503,
1136,Guwop,2844791,Young Thug,20503,
1137,With Them,2421770,Young Thug,20503,
1138,Halftime,731048,Young Thug,20503,
1139,Bad Boy,4741580,Juice WRLD & Young Thug,2425280,
1140,WAP,5832126,Cardi B,621678,
1141,Bodak Yellow,3095483,Cardi B,621678,
1142,MotorSport,3291049,"Migos, Nicki Minaj & Cardi B",1345224,
1143,I Like It,3627151,"Cardi B, Bad Bunny & J Balvin",1440188,
1144,Up,6444597,Cardi B,621678,
1145,Bartier Cardi,3344378,Cardi B,621678,
1146,Be Careful,3615018,Cardi B,621678,
1147,Money,3994740,Cardi B,621678,
1148,Thotiana (Cardi B Remix),4311141,Blueface,1195330,
1149,Press,4191420,Cardi B,621678,
1150,Thru Your Phone,3627216,Cardi B,621678,
1151,I Do,3627217,Cardi B,621678,
1152,Drip,3626310,Cardi B,621678,
1153,Please Me,4314565,Cardi B & Bruno Mars,1730061,
1154,Ring,3382828,Cardi B,621678,
1155,Get Up 10,3252935,Cardi B,621678,
1156,"DJ Snake - Taki Taki ft. Ozuna, Cardi B & Selena Gomez (English Translation)",3983878,Genius English Translations,196943,
1157,Best Life,3627145,Cardi B,621678,
1158,Rodeo,4521568,Lil Nas X & Cardi B,1861907,
1159,Bickenhead,3627143,Cardi B,621678,
1160,Odio,348711,Romeo Santos,14717,
1161,Eres Mía,371117,Romeo Santos,14717,
1162,Propuesta Indecente,211822,Romeo Santos,14717,
1163,Bella y Sensual,3156682,Romeo Santos,14717,
1164,Imitadora,3131268,Romeo Santos,14717,
1165,Animales,368150,Romeo Santos,14717,
1166,Sobredosis,3156663,Romeo Santos,14717,
1167,Ella Quiere Beber (Remix),4048791,Anuel AA & Romeo Santos,1925162,
1168,X SI VOLVEMOS,8417047,KAROL G & Romeo Santos,3425261,
1169,Promise (English Version),211831,Romeo Santos,14717,
1170,Necio,371113,Romeo Santos,14717,
1171,Hilito,371124,Romeo Santos,14717,
1172,La Mejor Versión De Mí (Remix),4918912,Natti Natasha & Romeo Santos,3272101,
1173,Héroe Favorito,2972087,Romeo Santos,14717,
1174,Un Vuelo A La,3156698,Romeo Santos,14717,
1175,7 Días,371132,Romeo Santos,14717,
1176,Amigo,371114,Romeo Santos,14717,
1177,Inocente,371110,Romeo Santos,14717,
1178,Tuyo,3156642,Romeo Santos,14717,
1179,Promise,71876,Romeo Santos,14717,
1180,High Hopes,3596006,Panic! at the Disco,50838,
1181,I Write Sins Not Tragedies,194045,Panic! at the Disco,50838,
1182,Death of a Bachelor,2294657,Panic! at the Disco,50838,
1183,Emperor’s New Clothes,2334971,Panic! at the Disco,50838,
1184,This is Gospel,204017,Panic! at the Disco,50838,
1185,Say Amen (Saturday Night),3574039,Panic! at the Disco,50838,
1186,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,154483,Panic! at the Disco,50838,
1187,Victorious,2318201,Panic! at the Disco,50838,
1188,Girls / Girls / Boys,235208,Panic! at the Disco,50838,
1189,LA Devotee,2378614,Panic! at the Disco,50838,
1190,Roaring 20s,3596008,Panic! at the Disco,50838,
1191,"Build God, Then We’ll Talk",306206,Panic! at the Disco,50838,
1192,Don’t Threaten Me with a Good Time,2395791,Panic! at the Disco,50838,
1193,"Hey Look Ma, I Made It",3596005,Panic! at the Disco,50838,
1194,House of Memories,2400788,Panic! at the Disco,50838,
1195,Dying in LA,3596016,Panic! at the Disco,50838,
1196,Miss Jackson,190640,Panic! at the Disco,50838,
1197,King of the Clouds,3571058,Panic! at the Disco,50838,
1198,Nearly Witches (Ever Since We Met...),335524,Panic! at the Disco,50838,
1199,The Ballad of Mona Lisa,152881,Panic! at the Disco,50838,
1200,"Sugar, We’re Goin’ Down",79158,Fall Out Boy,7811,
1201,Uma Thurman,663713,Fall Out Boy,7811,
1202,Thnks fr th Mmrs,131359,Fall Out Boy,7811,
1203,We Didn’t Start The Fire,9280486,Fall Out Boy,7811,
1204,Centuries,515319,Fall Out Boy,7811,
1205,Immortals,540154,Fall Out Boy,7811,
1206,"Dance, Dance",131314,Fall Out Boy,7811,
1207,My Songs Know What You Did In The Dark (Light ’Em Up),114854,Fall Out Boy,7811,
1208,The Last of the Real Ones,3218739,Fall Out Boy,7811,
1209,The Phoenix,133952,Fall Out Boy,7811,
1210,Stay Frosty Royal Milk Tea,3305975,Fall Out Boy,7811,
1211,Wilson (Expensive Mistakes),3218722,Fall Out Boy,7811,
1212,HOLD ME TIGHT OR DON’T,3305976,Fall Out Boy,7811,
1213,"What a Catch, Donnie",138493,Fall Out Boy,7811,
1214,20 Dollar Nose Bleed,330226,Fall Out Boy,7811,
1215,Young and Menace,3068434,Fall Out Boy,7811,
1216,"This Ain’t a Scene, It’s an Arms Race",102792,Fall Out Boy,7811,
1217,Irresistible,662710,Fall Out Boy,7811,
1218,Champion,3122937,Fall Out Boy,7811,
1219,Alone Together,138297,Fall Out Boy,7811,
1220,See You Again,720401,Wiz Khalifa,310,
1221,We Own It (Fast & Furious),148794,2 Chainz & Wiz Khalifa,51112,
1222,Sucker for Pain,2554106,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign",1561539,
1223,Remember You,89640,Wiz Khalifa,310,
1224,"Young, Wild & Free",4935,Snoop Dogg & Wiz Khalifa,14157,
1225,We Dem Boyz,359879,Wiz Khalifa,310,
1226,Black and Yellow,1210,Wiz Khalifa,310,
1227,Medicated,100618,Wiz Khalifa,310,
1228,"Work Hard, Play Hard",72171,Wiz Khalifa,310,
1229,Hopeless Romantic,3795443,Wiz Khalifa,310,
1230,Maan,396265,Wiz Khalifa,310,
1231,So High (Blacc Hollywood),490057,Wiz Khalifa,310,
1232,Bake Sale,2304247,Wiz Khalifa,310,
1233,Gang Up,3007478,"Young Thug, 2 Chainz, Wiz Khalifa & PnB Rock",3449104,
1234,The Thrill,500,Wiz Khalifa & Empire of the Sun,3602645,
1235,The Plan,100496,Wiz Khalifa,310,
1236,Promises,489838,Wiz Khalifa,310,
1237,Something New,3192161,Wiz Khalifa,310,
1238,Paperbond,100276,Wiz Khalifa,310,
1239,King of Everything,2317716,Wiz Khalifa,310,
1240,X (EQUIS),3527266,Nicky Jam & J Balvin,1407355,
1241,Hasta el Amanecer,2415714,Nicky Jam,138906,
1242,El Perdón,734116,Nicky Jam & Enrique Iglesias,2728063,
1243,El Perdón,2102348,Nicky Jam,138906,
1244,Live It Up,3738644,Nicky Jam,138906,
1245,Cuaderno,4421301,"Dalex, Nicky Jam & Justin Quiles",1819723,
1246,BAD CON NICKY,5553968,Bad Bunny & Nicky Jam,2231239,
1247,X (EQUIS) [Remix],3791751,Nicky Jam & J Balvin,1407355,
1248,Rebota (Remix),4612257,"Guaynaa, Nicky Jam & Farruko",1883151,
1249,Sunflower (Remix),4334162,"Post Malone, Swae Lee, Nicky Jam & Prince Royce",1765383,
1250,With You Tonight (Hasta El Amanecer),2473304,Nicky Jam,138906,
1251,Poblado (Remix),6806013,"J Balvin, KAROL G & Nicky Jam",2777781,
1252,Ven y Hazlo Tú,4439587,"Nicky Jam, J Balvin & Anuel AA",1827975,
1253,"Sech, Ozuna & Anuel AA - Otro Trago (Remix) ft. Darell & Nicky Jam (English Tranaslation)",4728738,Genius English Translations,196943,
1254,El Amante,2877439,Nicky Jam,138906,
1255,El Amante (Remix),3102293,Nicky Jam,138906,
1256,PORFA (Remix),5646417,"Feid, J Balvin, Maluma, Nicky Jam, Sech & Justin Quiles",2296674,
1257,Te Robaré,4389710,Nicky Jam & Ozuna,1766439,
1258,El Perdón (Forgiveness),2295118,Nicky Jam,138906,
1259,A Correr los Lakers (Remix),5642064,"El Alfa, Nicky Jam & Ozuna",2305972,
1260,Let You Down,2853827,NF,214301,
1261,The Search,4591643,NF,214301,
1262,When I Grow Up,4638383,NF,214301,
1263,Leave Me Alone,4638364,NF,214301,
1264,Lie,3219248,NF,214301,
1265,PAID MY DUES,5036917,NF,214301,
1266,CLOUDS,6499226,NF,214301,
1267,WHY,3788041,NF,214301,
1268,Time,4693540,NF,214301,
1269,If You Want Love,3219244,NF,214301,
1270,How Could You Leave Us,2434557,NF,214301,
1271,Remember This,3024964,NF,214301,
1272,Mansion,725820,NF,214301,
1273,HOPE,8829528,NF,214301,
1274,Intro III,3181876,NF,214301,
1275,Therapy Session,2434551,NF,214301,
1276,Only,4638386,NF & Sasha Alex Sloan,1869353,
1277,LOST,6502804,NF,214301,
1278,Hate Myself,4638389,NF,214301,
1279,Real,2434561,NF,214301,
1280,Smells Like Teen Spirit,52968,Nirvana,12712,
1281,Come as You Are,62560,Nirvana,12712,
1282,Heart-Shaped Box,62555,Nirvana,12712,
1283,Lithium,56433,Nirvana,12712,
1284,Polly,62558,Nirvana,12712,
1285,Drain You,63279,Nirvana,12712,
1286,Something in the Way,62556,Nirvana,12712,
1287,In Bloom,63277,Nirvana,12712,
1288,The Man Who Sold the World,80266,Nirvana,12712,
1289,Rape Me,61499,Nirvana,12712,
1290,All Apologies,61597,Nirvana,12712,
1291,Lounge Act,72615,Nirvana,12712,
1292,Where Did You Sleep Last Night?,182285,Nirvana,12712,
1293,Territorial Pissings,63280,Nirvana,12712,
1294,About a Girl,74429,Nirvana,12712,
1295,Dumb,69941,Nirvana,12712,
1296,Breed,71329,Nirvana,12712,
1297,Pennyroyal Tea,62557,Nirvana,12712,
1298,You Know You’re Right,78725,Nirvana,12712,
1299,On a Plain,63281,Nirvana,12712,
1300,Dive,3572831,Luke Combs,330498,
1301,Forever After All,5921886,Luke Combs,330498,
1302,Hurricane,2568773,Luke Combs,330498,
1303,Beautiful Crazy,3695544,Luke Combs,330498,
1304,When It Rains It Pours,3082140,Luke Combs,330498,
1305,She Got the Best of Me,709286,Luke Combs,330498,
1306,One Number Away,2928745,Luke Combs,330498,
1307,Better Together,4677486,Luke Combs,330498,
1308,I Know She Ain’t Ready,709758,Luke Combs,330498,
1309,5 Leaf Clover,7238425,Luke Combs,330498,
1310,Even Though I’m Leaving,4571413,Luke Combs,330498,
1311,The Kind of Love We Make,7256253,Luke Combs,330498,
1312,Does To Me,4920159,Luke Combs,330498,
1313,What You See Is What You Get,4920149,Luke Combs,330498,
1314,Must’ve Never Met You,3698222,Luke Combs,330498,
1315,Can I Get an Outlaw?,709622,Luke Combs,330498,
1316,Fast Car,8813087,Luke Combs,330498,
1317,"Houston, We Got a Problem",3698221,Luke Combs,330498,
1318,Used to You,2821622,Luke Combs,330498,
1319,This One’s For You,3082130,Luke Combs,330498,
1320,Still Think About You,2441276,A Boogie wit da Hoodie,639521,
1321,Drowning,2986968,A Boogie wit da Hoodie,639521,
1322,Jungle,2453486,A Boogie wit da Hoodie,639521,
1323,Timeless,2874462,A Boogie wit da Hoodie,639521,
1324,D.T.B. (Interlude),2423268,A Boogie wit da Hoodie,639521,
1325,My Shit,2447882,A Boogie wit da Hoodie,639521,
1326,Swervin,4096695,A Boogie wit da Hoodie,639521,
1327,Look Back at It,4011494,A Boogie wit da Hoodie,639521,
1328,No Promises,3073353,A Boogie wit da Hoodie,639521,
1329,Not a Regular Person,2476506,A Boogie wit da Hoodie,639521,
1330,Fall in Love,2466135,A Boogie wit da Hoodie,639521,
1331,Friend Zone,2451940,A Boogie wit da Hoodie,639521,
1332,Horses,3007481,"PnB Rock, Kodak Black & A Boogie wit da Hoodie",1221172,
1333,Somebody,4649119,"Internet Money, Lil Tecca & A Boogie wit da Hoodie",3297275,
1334,99 Problems & Messages,2893495,A Boogie wit da Hoodie,639521,
1335,Bag on Me,2466699,A Boogie wit da Hoodie & Don Q,1130142,
1336,Numbers,5208304,A Boogie wit da Hoodie,639521,
1337,Me and My Guitar,5244847,A Boogie wit da Hoodie,639521,
1338,Come Closer,4166315,A Boogie wit da Hoodie,639521,
1339,Say A’,3226861,A Boogie wit da Hoodie,639521,
1340,Fuckin’ Problems,93539,A$AP Rocky,12417,
1341,1Train,103554,A$AP Rocky,12417,
1342,Praise the Lord (Da Shine),3691324,A$AP Rocky,12417,
1343,Goldie,71525,A$AP Rocky,12417,
1344,Peso,54160,A$AP Rocky,12417,
1345,Everyday,1786453,A$AP Rocky,12417,
1346,Wild for the Night,103700,A$AP Rocky,12417,
1347,L$D,1873008,A$AP Rocky,12417,
1348,Long Live A$AP,102526,A$AP Rocky,12417,
1349,Fashion Killa,103728,A$AP Rocky,12417,
1350,Lord Pretty Flacko Jodye 2 (LPFJ2),532344,A$AP Rocky,12417,
1351,Multiply,401966,A$AP Rocky,12417,
1352,Canal St.,1883888,A$AP Rocky,12417,
1353,Phoenix,103667,A$AP Rocky,12417,
1354,A$AP Forever,3628580,A$AP Rocky,12417,
1355,Potato Salad,3858677,"Tyler, The Creator & A$AP Rocky",2295529,
1356,Excuse Me,1877617,A$AP Rocky,12417,
1357,Brand New Guy,58313,A$AP Rocky,12417,
1358,Babushka Boi,4178087,A$AP Rocky,12417,
1359,Ghetto Symphony,103714,A$AP Rocky,12417,
1360,Him & I,3205434,G-Eazy & Halsey,1280104,
1361,"Me, Myself & I",2329765,G-Eazy & Bebe Rexha,1839646,
1362,No Limit,3151905,G-Eazy,11395,
1363,Good Life,3007473,G-Eazy & Kehlani,1491593,
1364,I Mean It,376091,G-Eazy,11395,
1365,Tumblr Girls,345786,G-Eazy,11395,
1366,No Limit REMIX,3353286,G-Eazy,11395,
1367,Calm Down,2348856,G-Eazy,11395,
1368,Everything Will Be OK,2346582,G-Eazy,11395,
1369,Let’s Get Lost,412071,G-Eazy,11395,
1370,Drifting,2372678,G-Eazy,11395,
1371,Random,2293108,G-Eazy,11395,
1372,Some Kind of Drug,2355208,G-Eazy,11395,
1373,Marilyn,66419,G-Eazy,11395,
1374,The Beautiful & Damned,3313475,G-Eazy,11395,
1375,1942,3616405,G-Eazy,11395,
1376,You Got Me,2159541,G-Eazy,11395,
1377,Been On,207976,G-Eazy,11395,
1378,Order More,2339761,G-Eazy,11395,
1379,Sober,3330206,G-Eazy,11395,
1380,Cold Water,2481759,Major Lazer,665,
1381,Lean On,715223,Major Lazer,665,
1382,Bubble Butt,141575,Major Lazer,665,
1383,Run Up,2925253,Major Lazer,665,
1384,Know No Better,3075614,Major Lazer,665,
1385,Get Free,75752,Major Lazer,665,
1386,Particula,3108228,Major Lazer & DJ Maphorisa,1230606,
1387,ALREADY,4704089,"Beyoncé, Shatta Wale & Major Lazer",1894905,
1388,Miss You,3356741,"Cashmere Cat, Major Lazer & Tory Lanez",1322459,
1389,Be Together,1872595,Major Lazer,665,
1390,Boom,2378766,Major Lazer,665,
1391,Powerful,1363351,Major Lazer,665,
1392,Night Riders,823865,Major Lazer,665,
1393,Aerosol Can,351830,Major Lazer,665,
1394,Jessica,190719,Major Lazer,665,
1395,Know No Better (Bad Bunny Remix),3194912,Major Lazer,665,
1396,Come On To Me,367571,Major Lazer,665,
1397,Light It Up,1872606,Major Lazer,665,
1398,Sua Cara,3108227,Major Lazer,665,
1399,Watch Out For This (Bumaye),181635,Major Lazer,665,
1400,Boulevard of Broken Dreams,63759,Green Day,632,
1401,American Idiot,72937,Green Day,632,
1402,Holiday,63758,Green Day,632,
1403,Wake Me Up When September Ends,66873,Green Day,632,
1404,Basket Case,63323,Green Day,632,
1405,Good Riddance (Time of Your Life),69679,Green Day,632,
1406,21 Guns,182153,Green Day,632,
1407,Jesus of Suburbia,63752,Green Day,632,
1408,Brain Stew,227497,Green Day,632,
1409,When I Come Around,132270,Green Day,632,
1410,Longview,80839,Green Day,632,
1411,Bang Bang,2830424,Green Day,632,
1412,Homecoming,66874,Green Day,632,
1413,She,132235,Green Day,632,
1414,Whatsername,66875,Green Day,632,
1415,Welcome to Paradise,1243,Green Day,632,
1416,Letterbomb,66871,Green Day,632,
1417,St. Jimmy,63762,Green Day,632,
1418,Give Me Novacaine,66868,Green Day,632,
1419,Are We the Waiting,63761,Green Day,632,
1420,Love Scars,3005836,Trippie Redd,1086436,
1421,Dark Knight Dummo,3323370,Trippie Redd,1086436,
1422,Poles 1469,3069158,Trippie Redd & 6ix9ine,1986292,
1423,Miss the Rage,6299714,Trippie Redd & Playboi Carti,2796730,
1424,I Kill People!,3704741,Trippie Redd,1086436,
1425,1400 / 999 Freestyle,4055977,Trippie Redd,1086436,
1426,Topanga,3959932,Trippie Redd,1086436,
1427,Taking a Walk,3400425,Trippie Redd,1086436,
1428,It Takes Time,3088706,Trippie Redd,1086436,
1429,Romeo & Juliet,3088332,Trippie Redd,1086436,
1430,6 Kiss,4939566,Trippie Redd,1086436,
1431,"Uh Oh, Thots!",3144661,Trippie Redd & XXXTENTACION,1410012,
1432,18,3440590,"Kris Wu, Rich Brian, Joji, Trippie Redd & Baauer",1338404,
1433,Tell Me U Luv Me,5205190,Juice WRLD & Trippie Redd,1596133,
1434,Matt Hardy 999,4380538,Trippie Redd & Juice WRLD,3419581,
1435,Who Needs Love,4833299,Trippie Redd,1086436,
1436,Ghost Busters,3556910,Trippie Redd & XXXTENTACION,1410012,
1437,Bust Down,3183654,Trippie Redd,1086436,
1438,BANG!,3800902,Trippie Redd,1086436,
1439,Leray,4968538,Trippie Redd,1086436,
1440,"Me, Myself & I",2329765,G-Eazy & Bebe Rexha,1839646,
1441,In the Name of Love,2442307,Martin Garrix & Bebe Rexha,1296302,
1442,Home,3288845,"​mgk, X Ambassadors & Bebe Rexha",1684885,
1443,Meant to Be,3182458,Bebe Rexha & Florida Georgia Line,3360548,
1444,I’m a Mess,3240731,Bebe Rexha,104044,
1445,Say My Name,3821305,"David Guetta, Bebe Rexha & J Balvin",1561035,
1446,The Way I Are (Dance with Somebody),2866364,Bebe Rexha,104044,
1447,I’m Good (Blue),3037193,David Guetta & Bebe Rexha,3270247,
1448,F.F.F.,2824021,Bebe Rexha,104044,
1449,That’s How You Know,2171829,Nico & Vinz & Kid Ink & Bebe Rexha,3472164,
1450,No Broken Hearts,2404782,Bebe Rexha,104044,
1451,Call You Mine,4587720,The Chainsmokers & Bebe Rexha,1901220,
1452,I Got You,2893223,Bebe Rexha,104044,
1453,"Baby, I’m Jealous",5542462,Bebe Rexha,104044,
1454,I’m Gonna Show You Crazy,633702,Bebe Rexha,104044,
1455,Last Hurrah,4126487,Bebe Rexha,104044,
1456,Bad Bitch,2866360,Bebe Rexha,104044,
1457,Knees,3562880,Bebe Rexha,104044,
1458,Ferrari,3149657,Bebe Rexha,104044,
1459,Atmosphere,2410304,Bebe Rexha,104044,
1460,Taste,3720642,Tyga,554,
1461,Ayo,640182,Chris Brown & Tyga,322517,
1462,Rack City,52561,Tyga,554,
1463,Stimulated,2290047,Tyga,554,
1464,Molly,112836,Tyga,554,
1465,Hookah,382154,Tyga,554,
1466,Dip,4045936,Tyga & Nicki Minaj,1675760,
1467,Faded,62711,Tyga,554,
1468,Switch Lanes,85596,Tyga,554,
1469,Love Game,66117,Tyga,554,
1470,Dope,110781,Tyga,554,
1471,Ayy Macarena,4905854,Tyga,554,
1472,For the Road,133463,Tyga,554,
1473,Ice Cream Man,2289963,Tyga,554,
1474,Bitches N Marijuana,699083,Chris Brown & Tyga,322517,
1475,Chiraq To LA,422672,Tyga,554,
1476,Juicy,4671874,Doja Cat & Tyga,2006186,
1477,I’m Gone,65950,Tyga,554,
1478,Do My Dance,83686,Tyga,554,
1479,1 of 1,2551326,Tyga,554,
1480,New Light,3707302,John Mayer,488,
1481,Gravity,106619,John Mayer,488,
1482,Slow Dancing in a Burning Room,147491,John Mayer,488,
1483,You’re Gonna Live Forever in Me,2960463,John Mayer,488,
1484,Free Fallin’ (Live),332918,John Mayer,488,
1485,Waiting on the World to Change,157246,John Mayer,488,
1486,In the Blood,3052877,John Mayer,488,
1487,In Your Atmosphere (Live),123403,John Mayer,488,
1488,Daughters,81670,John Mayer,488,
1489,Paper Doll,174232,John Mayer,488,
1490,Outta My Head,4430692,Khalid & John Mayer,1780011,
1491,Neon,133040,John Mayer,488,
1492,Your Body Is a Wonderland,74172,John Mayer,488,
1493,Emoji of a Wave,3000350,John Mayer,488,
1494,Moving On and Getting Over,2948350,John Mayer,488,
1495,No Such Thing,124750,John Mayer,488,
1496,Half of My Heart,182948,John Mayer,488,
1497,Wildfire Interlude,203977,John Mayer,488,
1498,Heartbreak Warfare,182945,John Mayer,488,
1499,Edge of Desire,206712,John Mayer,488,
1500,Drip Too Hard,3945870,Lil Baby & Gunna,1473762,
1501,Lemonade,5670872,"Internet Money, Gunna & Don Toliver",3294648,
1502,Oh Okay,3467905,Gunna,91049,
1503,Sold Out Dates,3657420,Gunna,91049,
1504,pushin P,7539065,Gunna & Future,3012282,
1505,Never Recover,3995556,"Lil Baby, Gunna & Drake",1595900,
1506,Turks,5206975,NAV & Gunna,2164349,
1507,fukumean,9234622,Gunna,91049,
1508,Solid,6710158,"Young Stoner Life, Young Thug & Gunna",2525610,
1509,Drip or Drown,3342020,Gunna,91049,
1510,Top Off,3467839,Gunna,91049,
1511,P power,7231233,Gunna,91049,
1512,Heatin Up,5273246,Lil Baby & Gunna,1473762,
1513,DOLLAZ ON MY HEAD,4799354,Gunna,91049,
1514,Ski,6646345,"Young Stoner Life, Young Thug & Gunna",2525610,
1515,Off White VLONE,3998504,Lil Baby & Gunna,1473762,
1516,3 Headed Snake,4328174,Gunna,91049,
1517,Baby Birkin,4328173,Gunna,91049,
1518,Spending Addiction,3467906,Gunna,91049,
1519,bread & butter,9189127,Gunna,91049,
1520,Where Is the Love?,10680,Black Eyed Peas,425,
1521,My Humps,4054,Black Eyed Peas,425,
1522,I Gotta Feeling,10692,Black Eyed Peas,425,
1523,#WHERESTHELOVE,2847967,Black Eyed Peas,425,
1524,Boom Boom Pow,10685,Black Eyed Peas,425,
1525,Let’s Get It Started,10684,Black Eyed Peas,425,
1526,Meet Me Halfway,10695,Black Eyed Peas,425,
1527,Just Can’t Get Enough,10630,Black Eyed Peas,425,
1528,Pump It,10726,Black Eyed Peas,425,
1529,Let’s Get Retarded,10678,Black Eyed Peas,425,
